,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
6740,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.25
6741,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.09,0.0,0.25
6742,Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,0.17,0.04,0.0,0.25
6743,Choro Q2,PS,1997,Racing,Takara,0.0,0.0,0.23,0.25
6744,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.09,0.0,0.25
6745,"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.18,0.25
6746,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.25
6747,Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,0.18,0.07,0.0,0.25
6748,Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0.0,0.25
6749,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0.0,0.25
6750,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.25
6751,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.25
6752,Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.25
6753,Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.25
6754,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.25
6755,Create,Wii,2010,Action,Electronic Arts,0.2,0.02,0.0,0.25
6756,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.25
6757,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.25
6758,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.25
6759,Wipeout 2,DS,2011,Misc,Activision,0.23,0.0,0.0,0.25
6760,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.25
6761,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.25
6762,Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0.0,0.25
6763,Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.25
6764,Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,0.12,0.09,0.0,0.24
6765,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.24
6766,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.24
6767,Catz,GBA,2005,Simulation,Ubisoft,0.18,0.06,0.0,0.24
6768,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.24
6769,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.24
6770,Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0.0,0.24
6771,Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.24
6772,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.24
6774,That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.24
6775,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.24
6776,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6777,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.24
6778,Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010,Platform,D3Publisher,0.12,0.08,0.0,0.24
6779,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.24
6780,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0.0,0.24
6781,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.24
6782,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.24
6783,Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,0.23,0.0,0.0,0.24
6784,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.24
6785,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.24
6786,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.24
6787,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0.0,0.24
6788,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.24
6789,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.24
6790,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.24
6791,World Soccer Winning Eleven 7,PS2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.24
6792,SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0.0,0.24
6793,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.24
6794,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.24
6795,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.24
6796,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.24
6797,Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.24
6798,Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6799,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.24
6800,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.24
6801,Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.24
6802,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.24
6803,Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.07,0.0,0.16,0.24
6804,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.24
6805,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.24
6806,K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.24
6807,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.24
6808,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.24
6809,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.24
6810,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.24
6811,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.24
6812,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0.0,0.24
6813,Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0.0,0.24
6814,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.24
6815,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.24
6816,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.24
6817,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.24
6819,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.24
6820,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.24
6821,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.24
6822,Summon Night 3,PS2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.24
6823,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6824,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.24
6825,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.24
6826,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.24
6827,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.24
6828,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.24
6829,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.24
6831,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.24
6832,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.24
6833,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0.0,0.24
6834,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.24
6835,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.24
6836,Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0.0,0.0,0.24,0.24
6837,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.24
6838,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.24
6839,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.24
6840,Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.24
6841,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.24
6842,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.24
6843,Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.24
6844,Front Line,2600,1981,Action,Taito,0.22,0.01,0.0,0.24
6845,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,0.19,0.05,0.0,0.24
6846,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.24
6847,Paperboy,N64,1999,Action,Midway Games,0.19,0.05,0.0,0.24
6848,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.24
6849,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,0.19,0.05,0.0,0.24
6850,Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.24
6851,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.24
6852,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.24
6853,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.24
6854,NHL 17,XOne,2016,Sports,Electronic Arts,0.2,0.01,0.0,0.24
6855,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.24
6856,Lucky Luke,PS,1998,Platform,Ocean,0.13,0.09,0.0,0.24
6857,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0.0,0.24
6858,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.24
6859,LEGO The Hobbit,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.24
6860,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.24
6862,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.24
6863,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0.0,0.0,0.23,0.24
6864,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.24
6865,Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0.0,0.24
6866,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.24
6867,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,0.17,0.04,0.0,0.24
6868,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.24
6869,The Hobbit,XB,2003,Platform,Vivendi Games,0.18,0.05,0.0,0.24
6870,Destiny: The Collection,PS4,2016,Shooter,Activision,0.05,0.15,0.0,0.24
6871,FIFA 14,3DS,2013,Sports,Electronic Arts,0.0,0.22,0.0,0.24
6872,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.24
6873,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.24
6874,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0.0,0.24
6875,Checkers,2600,1980,Misc,Atari,0.22,0.01,0.0,0.24
6876,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.24,0.24
6877,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.24
6878,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.24
6879,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.24
6880,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.24
6881,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.24
6882,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.24
6883,XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.24
6884,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.05,0.15,0.0,0.24
6885,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.24
6886,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.24
6887,Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,0.17,0.06,0.0,0.24
6888,Star Trek: The Game,PS3,2013,Action,Namco Bandai Games,0.1,0.1,0.0,0.24
6889,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0.0,0.24
6890,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.24
6891,Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0.0,0.24
6892,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.24
6893,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.24
6894,Wild 9,PS,1998,Action,Interplay,0.13,0.09,0.0,0.24
6895,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.24
6896,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.24
6897,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0.0,0.24
6898,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.24
6900,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.24
6901,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.0,0.0,0.24
6902,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.21,0.01,0.0,0.24
6903,PGA Tour 96,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.24
6904,Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.24
6905,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010,Platform,D3Publisher,0.1,0.09,0.0,0.24
6906,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0.0,0.24
6907,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.24
6908,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.24
6909,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.24
6910,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.24
6911,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.24
6912,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.24
6913,Polly Pocket: Super Splash Island,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.24
6914,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.24
6915,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.24
6916,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.24
6917,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.24
6918,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0.0,0.24
6919,Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.24
6920,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.24
6921,Rampage,2600,1988,Action,Activision,0.22,0.01,0.0,0.24
6922,Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.24
6923,Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0.0,0.24
6924,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.24
6925,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.24
6926,We Love Golf!,Wii,2007,Sports,Capcom,0.19,0.0,0.03,0.24
6927,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.24
6928,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0.0,0.24
6929,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.24
6930,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.24
6931,Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.15,0.06,0.0,0.24
6932,Dood's Big Adventure,Wii,2010,Platform,THQ,0.21,0.01,0.0,0.24
6933,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.24
6934,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.24
6935,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.24
6936,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.24
6937,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.24
6938,Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.23
6939,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.23
6940,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.23
6941,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.23
6942,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.23
6943,Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.23
6944,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.23
6945,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.23
6946,Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.23
6947,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.23
6948,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.23
6949,Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.23
6950,Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.23
6951,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.23
6952,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.23
6953,Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.23
6955,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.23
6956,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.23
6957,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.23
6958,MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0.0,0.23
6959,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.23
6960,Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision,0.21,0.01,0.0,0.23
6961,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.23
6962,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.23
6963,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.23
6964,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.23
6965,Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision,0.22,0.0,0.0,0.23
6966,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.23
6967,Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.23
6968,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.23,0.0,0.23
6969,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.23
6970,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.23
6971,Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.23
6972,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.23
6973,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.23
6974,The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.23
6975,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.23
6976,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.23
6977,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.23
6978,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.13,0.07,0.0,0.23
6979,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0.0,0.0,0.23,0.23
6980,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.23
6981,Monster Hunter G,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.23
6982,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.23
6983,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.23
6984,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.23
6985,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.23
6986,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.23
6987,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.23
6988,Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.23
6989,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0.0,0.23
6990,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.23
6991,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.23
6992,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.11,0.0,0.23
6993,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.23
6994,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.23
6995,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.23
6996,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.23
6997,Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0.0,0.23
6998,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.23
7000,M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.23
7001,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.23
7002,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.23
7003,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.23
7004,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.23
7005,Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.23
7006,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0.0,0.23
7007,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.23
7009,Game & Wario,WiiU,2013,Misc,Nintendo,0.05,0.06,0.12,0.23
7010,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.23
7011,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.23
7012,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.23
7013,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.23
7014,Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0.0,0.22,0.0,0.23
7015,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.23
7016,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.23
7017,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.23
7018,Megamind: Mega Team Unite,Wii,2010,Adventure,THQ,0.15,0.06,0.0,0.23
7019,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.23
7020,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.23
7021,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.23
